MIDLANDS PROVINCE 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATION NAME,Polling Station Code,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Chamakanda Primary School,7700TAK1101,0,147,1,1,0,2,1,5,0,0,0,0,0,0,154,2,0,0,3,0,0,0,1,3,0,320,317
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Chamakanda Secondary School,7700TAK1102,1,115,1,0,0,0,3,1,0,0,0,0,0,0,122,5,1,0,0,0,0,0,0,5,0,254,249
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Chitenderano Primary School,7700TAK1103,1,61,0,0,0,2,1,3,0,1,0,0,0,0,194,0,0,0,0,0,0,0,1,1,0,265,264
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Feardan Primary School,7700TAK1104,0,20,1,0,0,1,0,1,0,0,0,0,0,0,132,1,0,0,0,1,0,0,0,3,0,160,157
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Fairfields Primary School,7700TAK1105,1,146,2,0,0,0,1,1,0,0,0,0,0,1,165,2,0,0,0,1,0,0,0,2,0,322,320
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Nemesis Business Centre Tent,7700TAK1106,0,17,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,0,0,1,0,0,0,0,0,137,137
,,,,6 Polling Stations,Ward Total,3,506,5,1,0,5,6,11,0,1,0,0,0,1,885,11,1,0,3,3,0,0,2,14,0,1458,1444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Central Estates HQ Primary School,7700TAK1201,0,69,0,0,0,0,0,4,1,0,0,0,0,0,333,0,0,0,0,0,0,0,0,8,0,415,407
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Chiwodza Primary School,7700TAK1202,0,70,2,0,1,0,2,1,0,0,0,0,0,0,593,0,0,1,0,2,0,0,1,5,0,678,673
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Huchu Primary School,7700TAK1203,3,80,1,0,0,0,2,7,0,0,0,1,0,1,468,1,1,1,1,0,0,1,1,2,0,571,569
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Maware Primary School,7700TAK1204,1,17,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,5,0,251,246
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Nyagari Primary School,7700TAK1205,2,64,3,0,0,0,1,0,0,0,0,0,0,2,230,0,0,0,0,0,0,0,0,1,0,303,302
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Savanna Primary School,7700TAK1206,1,105,1,0,0,2,1,0,0,0,0,0,0,0,291,0,0,0,0,1,0,0,0,7,0,409,402
,,,,6 Polling Stations,Ward Total,7,405,7,0,1,2,6,12,1,0,0,1,0,3,2143,1,1,2,1,3,0,1,2,28,0,2627,2599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,13,Blinkwater Tent,7700TAK1301,0,72,0,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,2,0,143,141
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,13,Leopold Takawira High School,7700TAK1302,0,218,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,5,0,322,317
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,13,Mvuma Stranger Hall,7700TAK1303,2,399,0,0,0,0,1,1,0,0,0,0,0,0,202,1,0,1,1,0,1,0,0,7,0,616,609
,,,,3 Polling Stations,Ward Total,2,689,1,0,0,0,1,2,0,0,0,0,0,0,368,1,0,1,1,0,1,0,0,14,0,1081,1067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,14,Mushayavhudzi Business Centre Tent,7700TAK1401,0,295,1,0,0,0,0,4,0,0,0,0,0,0,146,1,0,0,3,0,0,0,1,3,0,454,451
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,14,Njerere A Primary School,7700TAK1402,1,216,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,5,0,299,294
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,14,Njerere B Primary School,7700TAK1403,1,191,0,0,0,0,0,2,0,0,0,0,0,0,72,1,0,1,0,0,0,0,0,5,0,273,268
,,,,3 Polling Stations,Ward Total,2,702,1,0,0,0,0,6,0,0,0,0,0,0,294,3,0,1,3,0,0,0,1,13,0,1026,1013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Gangarabwe Primary School,7700TAK1501,0,54,0,0,0,0,0,0,0,0,1,0,0,0,181,0,0,1,0,0,0,0,0,2,,239,237
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Herbert Mahlaba Primary School,7700TAK1502,0,37,2,0,1,0,0,1,0,0,1,0,0,0,276,0,0,0,0,1,0,0,0,2,0,321,319
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Kushinga Primary School,7700TAK1503,1,96,0,0,0,3,2,5,0,0,0,0,0,1,457,1,2,0,0,1,1,0,0,12,0,582,570
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Nyikavanhu Primary School,7700TAK1504,0,17,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,1,0,3,0,244,241
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Rambakombwa Secondary School,7700TAK1505,0,54,0,0,0,0,0,1,0,0,0,0,0,0,327,1,0,0,0,0,0,0,0,3,0,386,383
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Village 3 Dip Tank Tent,7700TAK1506,0,33,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,1,0,135,134
,,,,6 Polling Stations,Ward Total,1,291,2,0,1,3,2,7,0,0,2,0,0,1,1565,2,2,1,0,2,1,1,0,23,0,1907,1884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Chishuku Primary School,7700TAK1601,2,49,1,0,1,0,0,1,0,0,0,0,0,0,414,0,0,0,1,0,0,1,0,1,0,471,470
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Kinsey Ranch Homestead,7700TAK1602,0,13,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,1,0,71,70
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Makuti Primary School,7700TAK1603,0,33,0,0,0,0,0,0,0,1,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,347,347
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Mudzengi Primary School,7700TAK1604,0,10,0,0,0,0,0,1,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,1,0,154,153
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Utah Primary School,7700TAK1605,0,33,1,0,0,1,0,1,0,0,0,0,0,0,337,1,0,2,0,0,0,0,0,8,0,384,376
,,,,5 Polling Stations,Ward Total,2,138,2,0,1,1,0,3,0,1,0,0,0,0,1263,1,0,2,1,0,0,1,0,11,0,1427,1416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,17,Cambraai Primary School,7700TAK1701,1,234,1,1,0,0,0,2,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,11,0,525,514
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,17,Lalapanzi Secondary School,7700TAK1702,2,159,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,1,0,2,0,298,296
,,,,2 Polling Stations,Ward Total,3,393,1,1,0,0,0,2,0,0,0,0,0,0,409,0,0,0,0,0,0,1,0,13,0,823,810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,18,Chingegomo Primary School,7700TAK1801,0,65,1,0,0,0,0,1,0,1,0,0,0,0,262,1,0,0,0,0,0,0,0,7,0,338,331
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,18,Mwire Primary School,7700TAK1802,1,46,0,0,0,1,0,3,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,2,0,260,258
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,18,Tokwe 4 Clinic,7700TAK1803,1,43,0,0,0,0,0,0,0,1,1,0,0,1,305,0,0,0,0,1,0,0,0,12,0,365,353
,,,,3 Polling Stations,Ward Total,2,154,1,0,0,1,0,4,0,2,1,0,0,1,774,1,0,0,0,1,0,0,0,21,0,963,942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Bushy Park A Primary School,7700TAK1901,0,64,1,0,0,0,1,0,0,0,0,0,0,0,341,2,0,0,0,0,0,0,0,7,0,416,409
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Bushy Park B Primary School,7700TAK1902,0,45,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,1,0,0,0,1,7,0,344,337
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Dangarendove Primary School,7700TAK1903,0,15,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,108,108
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Game Park Lodge Tent,7700TAK1904,1,22,0,1,0,0,0,1,0,0,0,0,0,0,346,0,0,0,1,1,0,0,0,10,0,383,373
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Manyora Homestead Tent,7700TAK1905,0,5,0,0,0,0,1,0,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,0,0,142,142
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Musena Clinic,7700TAK1906,0,17,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,1,0,100,99
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Musena Primary School,7700TAK1907,1,66,0,0,0,0,0,0,0,0,0,0,0,0,268,0,1,0,1,0,0,0,0,8,0,345,337
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Piki Business Centre Tent,7700TAK1908,0,10,0,0,0,0,0,1,0,0,0,0,1,0,218,0,0,1,0,0,0,0,0,5,0,236,231
,,,,8 Polling Stations,Ward Total,2,244,1,1,0,0,2,2,0,0,0,0,1,0,1772,3,2,1,3,1,0,0,1,38,0,2074,2036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Chakasteadt Primary School,7700TAK2001,0,20,0,0,0,0,0,0,0,0,0,0,0,2,202,0,0,0,0,0,0,0,0,1,0,225,224
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Chinu Primary School,7700TAK2002,4,48,1,0,0,4,2,5,0,0,0,0,0,1,374,1,0,0,2,1,0,0,1,6,0,450,444
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Driefontein Primary School,7700TAK2003,2,314,1,0,0,0,3,1,1,,0,0,0,0,268,2,0,0,0,1,0,0,0,2,0,595,593
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,England Primary School,7700TAK2004,0,16,0,0,0,0,1,0,0,0,0,0,0,0,150,0,0,0,0,1,0,0,0,2,0,170,168
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Matende Primary School,7700TAK2005,0,73,0,0,0,0,0,3,0,0,0,0,0,0,98,0,0,1,0,0,0,0,0,5,0,180,175
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Moffat Primary School,7700TAK2006,2,115,1,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,5,0,510,505
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Mtao Forest Compound Tent,7700TAK2007,0,33,1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,0,79,78
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Ortons Drift Secondary School,7700TAK2008,3,117,0,0,0,0,1,3,0,0,0,0,0,0,360,1,1,0,0,0,0,1,0,7,0,494,487
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Union Primary School,7700TAK2009,1,36,0,0,0,0,1,0,0,0,0,0,0,0,235,1,0,0,0,0,0,0,0,1,0,275,274
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Village 9 Tent,7700TAK2010,2,21,3,0,0,1,0,2,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,4,0,239,235
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Wyldegroove Primary School,7700TAK2011,1,35,1,0,0,0,0,0,0,0,0,0,0,0,259,2,0,0,0,0,0,0,0,5,0,303,298
,,,,11 Polling Stations,Ward Total,15,828,8,0,0,5,8,14,1,0,0,0,0,3,2583,7,1,1,2,3,0,1,1,39,0,3520,3481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Hagley /Scheepers Hall,7700TAK2201,0,20,0,0,0,0,0,1,0,0,0,0,0,0,45,1,0,0,1,0,0,0,0,2,0,70,68
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Hillview Secondary School,7700TAK2202,0,55,0,0,0,0,0,2,0,0,0,1,0,0,441,2,0,0,1,0,0,0,2,9,0,513,504
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Makomborero Co-operative Tent,7700TAK2203,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,5,0,57,52
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Netherburn Primary School,7700TAK2204,1,18,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,0,5,0,102,97
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Wadzanai Primary School,7700TAK2205,0,111,3,0,0,1,1,3,0,0,0,1,0,0,119,2,0,0,0,0,1,0,0,9,0,251,242
,,,,5 Polling Stations,Ward Total,1,207,3,0,0,1,1,6,0,0,0,2,0,0,731,5,0,0,2,0,1,1,2,30,0,993,963
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,24,Athens Mine Recreation Centre Tent,7700TAK2401,2,258,0,0,0,0,2,1,0,0,0,0,0,0,78,2,0,1,0,0,0,1,0,3,0,348,345
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,24,St Theresa Primary School,7700TAK2402,3,378,1,1,0,0,0,2,0,0,0,0,0,0,153,1,0,0,0,0,0,0,1,12,0,552,540
,,,,2 Polling Stations,Ward Total,5,636,1,1,0,0,2,3,0,0,0,0,0,0,231,3,0,1,0,0,0,1,1,15,0,900,885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Marivale Village 6 Tent,5800ZBG0101,0,58,1,0,0,0,2,1,1,0,0,0,0,0,512,0,0,1,1,2,0,0,0,16,0,595,579
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Marivale Primary School,5800ZBG0102,3,64,1,0,0,1,0,0,1,0,0,0,0,1,577,1,0,0,0,0,0,0,0,5,0,654,649
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Milsonia Primary School,5800ZBG0103,0,71,1,0,0,0,1,0,0,1,0,0,0,0,462,2,0,1,2,1,1,0,0,7,0,550,543
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Milsonia Village 9 Tent,5800ZBG0104,0,22,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,1,0,0,0,1,0,5,0,261,256
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Mopani Park Primary School,5800ZBG0105,0,21,0,0,0,0,0,2,0,0,0,0,0,0,226,0,0,0,2,1,0,0,0,4,0,256,252
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Riverside Primary School,5800ZBG0106,2,49,1,0,0,0,2,0,0,0,0,0,0,0,462,1,1,0,0,0,0,0,0,8,0,526,518
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Sultana Farm House,5800ZBG0107,0,14,0,0,0,0,0,0,0,0,0,1,0,1,135,0,0,0,0,1,0,0,0,4,0,156,152
,,,,7 Polling Stations,Ward Total,5,299,4,0,0,1,5,3,2,1,0,1,0,2,2606,4,1,3,5,5,1,1,0,49,0,2998,2949
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,ACF Mine Tent,5800ZBG0201,2,192,0,0,0,0,1,2,0,0,0,0,0,0,129,1,2,0,0,0,0,0,0,7,0,336,329
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Chimwaoga Primary School,5800ZBG0202,1,131,0,1,0,1,1,5,0,1,0,0,0,0,417,2,1,2,1,1,0,2,0,25,0,592,567
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Lorraine farm house Farm,5800ZBG0203,0,3,0,0,0,0,0,1,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,93,93
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,MSU Homestead,5800ZBG0204,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,11
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Pauldale Primary School,5800ZBG0205,3,34,2,0,0,1,0,2,1,0,1,0,0,1,383,1,0,0,0,0,0,1,1,7,0,438,431
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Rockvale Farm Tent,5800ZBG0206,0,23,0,0,0,0,0,2,0,0,0,0,0,0,261,1,0,0,0,0,0,0,0,4,0,291,287
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Sebakwe Primary School,5800ZBG0207,1,46,1,0,0,1,0,1,0,0,0,0,0,0,183,1,0,0,0,2,0,0,0,6,0,242,236
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Sebakwe Recreational Park,5800ZBG0208,0,53,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,1,0,0,1,0,0,2,0,120,118
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Umlala Park Primary School,5800ZBG0209,2,76,1,0,0,5,2,2,0,1,0,0,0,3,315,1,1,1,0,0,1,0,0,5,0,416,411
,,,,9 Polling Stations,Ward Total,9,565,4,1,0,8,4,15,1,2,1,0,0,4,1843,8,4,4,1,3,2,3,1,56,0,2539,2483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Belgrave House Farm,5800ZBG3101,1,18,1,0,0,0,0,2,0,0,0,0,0,0,283,0,0,0,0,1,0,0,0,2,0,308,306
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Bonwei Primary School,5800ZBG3102,2,30,0,0,0,1,0,1,0,0,0,0,0,0,304,0,0,0,0,1,0,0,0,3,0,342,339
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Creek Delville Wood Farm Tent,5800ZBG3103,0,31,1,0,0,0,0,1,0,0,0,0,0,0,410,1,0,1,0,0,1,0,0,4,0,450,446
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Ministry of Transport Sebakwe Bridge,5800ZBG3104,0,45,0,0,0,0,1,1,0,0,0,0,0,1,142,0,0,0,0,1,0,0,0,2,0,193,191
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Rolling River,5800ZBG3105,1,30,0,0,0,0,0,1,0,0,0,0,0,0,112,0,0,1,0,0,0,0,0,9,0,154,145
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Soma Homestead Tent,5800ZBG3106,0,16,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,0,0,0,0,0,89,89
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Sherwood Primary School,5800ZBG3107 A,0,152,2,0,1,0,0,6,0,0,0,0,0,0,335,1,1,0,1,1,0,0,0,15,0,515,500
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,Sherwood Primary School,5800ZBG3107 B,3,135,2,1,1,0,0,2,0,1,0,0,1,1,343,1,0,1,1,0,0,1,3,8,0,505,497
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,ZESA Munyati Community Hall,5800ZBG3108 A,1,301,0,0,0,0,0,0,0,0,0,0,0,0,190,0,1,0,0,1,0,0,1,4,0,499,495
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,31,ZESA Munyati Community Hall,5800ZBG3108 B,0,292,0,0,0,0,2,2,0,0,0,0,0,1,204,2,0,1,0,0,0,1,0,7,0,512,505
,,,,10 Polling Stations,Ward Total,8,1050,6,1,2,1,3,16,0,1,0,0,1,3,2395,5,3,4,2,5,1,2,4,54,0,3567,3513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu Zibagwe Constituency Total,,,,,,67,7107,47,6,5,28,40,106,5,8,4,4,2,18,19862,55,15,21,24,26,7,13,15,418,0,27903,27485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirumanzu District Total,,,,,,159,13207,92,19,8,45,54,193,12,11,12,13,13,33,29542,140,20,53,67,31,17,25,32,651,3,44451,43798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe North,Gokwe-Chireya,Gokwe North RDC,4,Chireya Primary School,2600GON0401,6,239,0,0,0,1,1,7,2,0,0,0,0,1,540,2,0,0,1,0,0,2,6,22,0,830,808
Gokwe North,Gokwe-Chireya,Gokwe North RDC,4,Chiromo Primary School,2600GON0402,1,16,0,0,1,0,0,1,0,1,0,0,0,1,188,2,1,0,1,0,0,0,0,14,0,227,213
Gokwe North,Gokwe-Chireya,Gokwe North RDC,4,Kaenga Grounds Tent,2600GON0403,4,74,1,0,0,0,0,2,0,1,0,1,0,0,378,0,0,0,1,2,0,0,0,15,0,479,464
Gokwe North,Gokwe-Chireya,Gokwe North RDC,4,Kajirivanda Primary School,2600GON0404,4,73,1,0,0,0,3,2,0,1,0,1,0,1,504,4,0,0,0,0,0,0,1,21,0,616,595
Gokwe North,Gokwe-Chireya,Gokwe North RDC,4,Marere Primary School,2600GON0405,2,47,1,0,0,0,0,3,0,0,0,0,0,0,336,0,0,0,1,0,0,0,1,13,0,404,391
Gokwe North,Gokwe-Chireya,Gokwe North RDC,4,Mavimbi Primary School,2600GON0406,4,6,0,0,0,0,0,0,0,0,0,0,1,1,435,0,0,1,1,0,0,1,1,5,0,456,451
,,,,6 Polling Stations,Ward Total,21,455,3,0,1,1,4,15,2,3,0,2,1,4,2381,8,1,1,5,2,0,3,9,90,0,3012,2922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe North,Gokwe-Chireya,Gokwe North RDC,7,Chirengwe Primary School,2600GON0701,3,94,0,0,0,2,0,4,0,1,0,0,0,0,172,1,0,0,2,0,0,0,0,2,0,281,279
Gokwe North,Gokwe-Chireya,Gokwe North RDC,7,Chomukuyu Primary School,2600GON0702,1,13,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,1,0,0,4,0,409,405
Gokwe North,Gokwe-Chireya,Gokwe North RDC,7,Chota Primary School,2600GON0703,0,45,0,0,1,1,0,4,0,1,0,0,0,0,295,0,0,0,0,0,0,0,0,5,0,352,347
Gokwe North,Gokwe-Chireya,Gokwe North RDC,7,Dambamazura Primary School,2600GON0704 A,3,78,0,0,0,1,2,1,0,0,1,1,1,1,415,5,0,1,0,1,0,0,1,11,0,523,512
Gokwe North,Gokwe-Chireya,Gokwe North RDC,7,Dambamazura Primary School,2600GON0704 B,2,97,1,0,0,1,0,1,0,0,0,2,0,0,406,1,0,2,0,0,0,0,0,4,0,517,513
Gokwe North,Gokwe-Chireya,Gokwe North RDC,7,Murunguziva Primary School,2600GON0705,2,36,0,0,0,0,0,2,0,0,0,0,0,0,805,0,0,0,0,1,0,0,0,5,0,851,846
Gokwe North,Gokwe-Chireya,Gokwe North RDC,7,Tengwe Business Centre Tent,2600GON0706,1,26,0,0,0,0,0,1,0,0,0,0,0,0,62,1,0,0,1,0,0,0,0,1,0,93,92
,,,,7 Polling Stations,Ward Total,12,389,1,0,1,5,2,13,0,2,1,3,1,1,2545,8,0,3,3,2,1,0,1,32,0,3026,2994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokwe North,Gokwe-Chireya,Gokwe North RDC,8,Chirasavana Business Centre Tent,2600GON0801,1,30,1,0,0,0,0,0,0,0,0,0,0,0,259,0,0,1,0,0,0,0,0,5,0,297,292
Gokwe North,Gokwe-Chireya,Gokwe North RDC,8,Gura Primary School,2600GON0802,1,49,1,1,0,0,0,0,0,1,0,0,0,0,431,0,0,1,0,0,0,0,0,17,0,502,485
Gokwe North,Gokwe-Chireya,Gokwe North RDC,8,Kachahwa Primary School,2600GON0803,1,109,1,0,0,1,0,5,0,0,0,0,0,1,281,0,0,0,0,0,0,0,0,12,0,411,399
Gokwe North,Gokwe-Chireya,Gokwe North RDC,8,Masemo Primary School,2600GON0804,5,64,0,0,0,1,2,5,2,0,1,1,0,3,602,2,0,0,2,0,0,1,2,40,0,733,693
