MASHONALAND WEST PROVINCE: 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS:30 JULY 2018 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Hurungwe,Hurungwe West,Hurungwe RDC,15,Chembizi Primary School,3800HUR1502,2,88,0,0,0,0,0,2,0,0,0,0,0,0,119,2,0,1,0,0,0,0,0,3,0,217,214
Hurungwe,Hurungwe West,Hurungwe RDC,15,Magororo Primary School,3800HUR1503,1,203,0,1,0,0,0,6,0,0,0,0,2,3,127,5,1,1,0,0,1,0,2,8,0,361,353
Hurungwe,Hurungwe West,Hurungwe RDC,15,Mutore Primary School,3800HUR1504,2,157,2,0,2,1,1,3,0,0,1,1,0,1,176,1,1,0,0,1,2,2,1,5,0,360,355
Hurungwe,Hurungwe West,Hurungwe RDC,15,Rengwe Primary School,3800HUR1505 A,10,209,4,0,2,5,1,11,1,1,1,1,0,0,176,6,1,2,2,1,1,0,4,14,0,453,439
Hurungwe,Hurungwe West,Hurungwe RDC,15,Rengwe Primary School,3800HUR1505 B,2,181,6,1,0,5,2,9,0,1,0,2,4,1,203,3,1,0,3,1,1,2,2,12,0,442,430
Hurungwe,Hurungwe West,Hurungwe RDC,15,Waseva A Primary School,3800HUR1506,1,180,1,0,0,1,0,3,0,0,0,0,0,0,135,2,0,1,0,1,1,1,1,5,0,333,328
,,,,,Ward Total,24,1206,14,2,4,12,4,43,1,2,2,4,6,6,1093,20,4,6,5,4,6,6,10,59,0,2543,2484
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Hurungwe West,Hurungwe RDC,16,Chitimbe Primary School,3800HUR1601,6,394,3,1,0,1,0,9,0,0,0,0,1,0,383,2,0,3,3,1,1,1,0,11,0,820,809
Hurungwe,Hurungwe West,Hurungwe RDC,16,Chiufe Pre-School,3800HUR1602,0,73,4,2,0,4,1,0,0,0,0,0,0,0,225,4,0,1,0,0,0,0,0,4,0,318,314
Hurungwe,Hurungwe West,Hurungwe RDC,16,Kachekache Primary School,3800HUR1604,6,304,5,1,1,2,1,8,0,1,0,2,3,5,362,8,3,3,3,2,1,6,4,20,0,751,731
Hurungwe,Hurungwe West,Hurungwe RDC,16,Kahonde Primary School,3800HUR1605,6,272,2,2,0,1,0,7,1,0,1,0,0,3,255,3,0,2,1,4,0,0,0,16,0,576,560
Hurungwe,Hurungwe West,Hurungwe RDC,16,Karambazungu Primary School,3800HUR1606,0,337,4,0,0,5,2,12,0,2,0,2,0,1,422,0,0,3,4,3,0,1,0,14,0,812,798
Hurungwe,Hurungwe West,Hurungwe RDC,16,Nyadara Primary School,3800HUR1607,3,115,1,0,0,1,1,0,0,0,0,2,0,0,242,2,0,1,1,0,0,0,0,15,0,384,369
Hurungwe,Hurungwe West,Hurungwe RDC,16,Nyangwizhu Primary School,3800HUR1608,1,183,4,0,0,1,2,8,0,2,0,0,0,1,600,1,1,1,1,0,0,0,0,17,0,823,806
,,,,,Ward Total,22,1678,23,6,1,15,7,44,1,5,1,6,4,10,2489,20,4,14,13,10,2,8,4,97,0,4484,4387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Hurungwe West,Hurungwe RDC,17,Karambazungu Secondary School,3800HUR1701,4,191,2,1,0,3,1,7,0,0,0,1,0,1,109,0,0,0,0,0,1,1,0,6,0,328,322
Hurungwe,Hurungwe West,Hurungwe RDC,17,Mashuma Primary School,3800HUR1702 A,5,221,2,0,0,2,1,5,0,1,0,0,0,0,304,2,2,1,3,0,0,0,1,16,0,566,550
Hurungwe,Hurungwe West,Hurungwe RDC,17,Mashuma Primary School,3800HUR1702 B,9,208,3,0,2,3,3,10,3,0,1,0,1,2,297,3,2,1,1,0,2,1,0,11,0,563,552
Hurungwe,Hurungwe West,Hurungwe RDC,17,Murapa Primary School,3800HUR1703,1,58,2,0,0,2,1,0,0,0,0,0,0,0,148,3,0,1,1,0,0,0,0,5,0,222,217
Hurungwe,Hurungwe West,Hurungwe RDC,17,Nyamhunga Primary School,3800HUR1704 A,1,298,3,0,0,2,1,5,0,1,1,0,0,0,162,0,0,1,0,0,2,0,2,11,0,490,479
Hurungwe,Hurungwe West,Hurungwe RDC,17,Nyamhunga Primary School,3800HUR1704 B,7,272,3,0,2,1,5,0,0,0,0,0,1,2,174,1,0,1,3,0,0,0,1,5,0,478,473
Hurungwe,Hurungwe West,Hurungwe RDC,17,Sengwe Primary School,3800HUR1705,5,406,3,0,2,1,1,12,0,1,0,0,2,2,337,5,0,2,2,0,0,2,4,18,0,805,787
,,,,,Ward Total,32,1654,18,1,6,14,13,39,3,3,2,1,4,7,1531,14,4,7,10,0,5,4,8,72,0,3452,3380
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Hurungwe West,Hurungwe RDC,24,Chiroti Primary School,3800HUR2401,2,250,0,2,0,3,0,4,0,0,0,0,0,1,193,7,0,1,0,0,0,0,2,12,0,477,465
Hurungwe,Hurungwe West,Hurungwe RDC,24,Chisipiti Primary School,3800HUR2402,1,62,1,0,0,0,0,5,0,0,0,0,0,3,193,0,0,0,0,0,0,0,0,8,0,273,265
Hurungwe,Hurungwe West,Hurungwe RDC,24,Deve Primary School,3800HUR2403,8,265,6,0,6,1,1,8,2,2,0,1,0,4,345,5,1,1,2,0,0,1,2,21,0,682,661
Hurungwe,Hurungwe West,Hurungwe RDC,24,Fulechi Primary School,3800HUR2404,0,38,1,1,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,0,0,0,0,11,0,138,127
Hurungwe,Hurungwe West,Hurungwe RDC,24,Fulechi Secondary School,3800HUR2405,3,122,2,0,0,3,1,5,0,1,0,0,0,0,199,3,0,2,0,1,1,3,1,25,0,372,347
Hurungwe,Hurungwe West,Hurungwe RDC,24,Madudzo Primary School,3800HUR2406,3,149,4,0,0,1,0,3,0,0,0,1,0,1,279,0,3,1,2,0,0,0,0,7,0,454,447
Hurungwe,Hurungwe West,Hurungwe RDC,24,Tashinga Primary School,3800HUR2407,3,129,2,0,0,0,1,1,7,0,0,0,0,0,217,0,1,2,2,3,0,0,0,7,0,375,368
Hurungwe,Hurungwe West,Hurungwe RDC,24,Waseva B Primary School,3800HUR2408,1,66,0,0,0,0,0,2,0,0,0,0,0,0,53,2,0,0,0,0,0,0,1,2,0,127,125
Hurungwe,Hurungwe West,Hurungwe RDC,24,Zvengoma Primary School,3800HUR2409,2,117,1,0,1,3,1,5,1,1,0,0,0,0,159,1,0,1,0,0,0,1,0,11,0,305,294
,,,,,Ward Total,23,1198,17,3,7,11,4,33,10,4,0,2,0,9,1724,18,5,8,7,4,1,5,6,104,0,3203,3099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Hurungwe West,Hurungwe RDC,25,Chivakanenyama Primary School,3800HUR2501,8,248,4,0,0,3,0,13,0,1,2,0,0,3,352,6,2,1,3,0,0,2,1,13,0,662,649
Hurungwe,Hurungwe West,Hurungwe RDC,25,Denderedzi Primary School,3800HUR2502,4,191,0,0,0,2,0,7,1,0,0,0,0,1,174,1,0,1,0,1,0,0,0,7,0,390,383
Hurungwe,Hurungwe West,Hurungwe RDC,25,Kademaunga Village Tent,3800HUR2503,1,114,0,0,1,0,0,6,0,0,0,0,3,0,117,1,0,1,0,2,0,0,3,13,0,262,249
Hurungwe,Hurungwe West,Hurungwe RDC,25,Kanyati Primary School,3800HUR2504,5,108,3,0,0,3,0,2,0,1,1,0,0,2,221,1,1,1,3,0,2,1,0,16,0,371,355
Hurungwe,Hurungwe West,Hurungwe RDC,25,Matau Primary School,3800HUR2506 A,3,234,2,0,0,1,1,4,0,0,0,0,0,1,170,2,2,0,2,0,0,2,2,10,0,436,426
Hurungwe,Hurungwe West,Hurungwe RDC,25,Matau Primary School,3800HUR2506 B,3,218,1,0,0,2,0,8,0,0,0,0,1,0,179,0,2,1,2,1,0,5,2,9,,434,425
Hurungwe,Hurungwe West,Hurungwe RDC,25,Musukwi Primary School,3800HUR2507,3,205,4,0,2,2,0,3,1,1,0,0,3,1,410,3,0,2,0,1,0,0,4,30,2,675,645
Hurungwe,Hurungwe West,Hurungwe RDC,25,Zvimonja Primary School,3800HUR2508,4,229,1,0,0,0,2,3,1,0,1,0,1,0,288,2,0,2,0,1,1,1,0,14,0,551,537
,,,,,Ward Total,31,1547,15,0,3,13,3,46,3,3,4,0,8,8,1911,16,7,9,10,6,3,11,12,112,2,3781,3669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Hurungwe West,Hurungwe RDC,26,Chingurunguru Primary School,3800HUR2601,4,156,0,1,3,2,1,6,0,0,3,1,0,2,353,1,0,1,0,0,0,0,2,12,0,548,536
Hurungwe,Hurungwe West,Hurungwe RDC,26,Masanga Primary School,3800HUR2602,10,292,3,0,0,2,3,16,1,1,0,2,1,3,366,11,1,1,3,4,2,1,0,29,0,752,723
Hurungwe,Hurungwe West,Hurungwe RDC,26,Murereshi Business Centre Tent,3800HUR2603,7,199,5,2,0,2,3,4,1,2,1,2,1,3,343,5,2,1,0,1,1,2,3,18,0,608,590
Hurungwe,Hurungwe West,Hurungwe RDC,26,Nyamupfukudza Primary School,3800HUR2604,4,315,0,0,0,1,3,8,0,2,0,1,0,5,312,4,1,0,2,1,0,0,3,18,0,680,662
Hurungwe,Hurungwe West,Hurungwe RDC,26,Nyaodza Primary School,3800HUR2605,2,85,4,0,0,0,2,2,0,0,0,0,0,0,144,1,0,0,1,0,1,0,0,6,0,248,242
,,,,,Ward Total,27,1047,12,3,3,7,12,36,2,5,4,6,2,13,1518,22,4,3,6,6,4,3,8,83,0,2836,2753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,159,8330,99,15,24,72,43,241,20,22,13,19,24,53,10266,110,28,47,51,30,21,37,48,527,2,20299,19772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Magunje,Hurungwe RDC,10,Charles Clarke A Primary School,3800HUR1001 A,0,314,3,0,0,0,1,6,0,0,0,0,0,0,368,1,0,1,1,0,0,0,0,7,0,702,695
Hurungwe,Magunje,Hurungwe RDC,10,Charles Clarke A Primary School,3800HUR1001 B,4,291,1,0,0,0,1,5,1,0,0,0,0,1,415,1,0,1,0,1,0,0,1,6,0,729,723
Hurungwe,Magunje,Hurungwe RDC,10,Charles Clarke B Primary School,3800HUR1002,1,91,1,0,0,1,1,1,0,0,1,0,0,1,87,1,0,0,1,1,0,0,2,4,0,194,190
Hurungwe,Magunje,Hurungwe RDC,10,Chisape Primary School,3800HUR1003,4,234,0,1,1,2,0,6,0,1,0,0,0,0,327,3,0,1,0,0,1,0,0,12,0,593,581
Hurungwe,Magunje,Hurungwe RDC,10,Chishumba Primary School,3800HUR1004,3,225,1,0,3,1,1,6,1,0,2,0,1,0,166,4,0,0,0,0,0,2,0,4,0,420,416
Hurungwe,Magunje,Hurungwe RDC,10,Kapare Primary School,3800HUR1005,0,301,2,1,1,0,0,16,0,0,1,0,0,0,187,1,0,0,0,0,0,0,1,5,0,516,511
Hurungwe,Magunje,Hurungwe RDC,10,Magunje High School,3800HUR1006,0,271,1,0,0,0,2,7,0,0,0,0,2,0,231,0,0,1,0,1,2,0,1,16,0,535,519
,,,,,Ward Total,12,1727,9,2,5,4,6,47,2,1,4,0,3,2,1781,11,0,4,2,3,3,2,5,54,0,3689,3635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Magunje,Hurungwe RDC,11,Birimahwe Primary School,3800HUR1101,3,292,1,0,1,1,0,3,0,0,0,0,0,1,244,3,1,0,1,0,1,2,0,8,0,562,554
Hurungwe,Magunje,Hurungwe RDC,11,Chedope Primary School,3800HUR1102,5,186,2,0,0,0,2,5,0,0,0,0,0,0,288,2,0,0,2,0,0,1,1,16,0,510,494
Hurungwe,Magunje,Hurungwe RDC,11,Chidzimamoto Primary School,3800HUR1103,10,252,2,0,2,1,0,8,0,0,0,0,0,0,211,6,1,0,0,1,1,1,2,13,0,511,498
Hurungwe,Magunje,Hurungwe RDC,11,Chiva Primary School,3800HUR1104,5,145,3,1,1,1,0,4,0,0,0,0,1,1,202,2,0,0,0,2,1,1,1,19,0,390,371
Hurungwe,Magunje,Hurungwe RDC,11,Dombo Primary School,3800HUR1105,3,298,5,0,0,1,1,10,0,1,1,0,0,1,248,0,0,3,0,0,1,1,1,9,0,584,575
Hurungwe,Magunje,Hurungwe RDC,11,Katenhe Primary School,3800HUR1106,3,145,4,0,0,1,1,6,0,0,0,0,0,0,117,3,0,2,1,0,1,1,0,5,0,290,285
Hurungwe,Magunje,Hurungwe RDC,11,Kebvunde Primary School,3800HUR1107,5,318,2,0,2,1,1,10,0,1,0,0,0,1,134,4,0,2,1,2,0,1,0,22,0,507,485
Hurungwe,Magunje,Hurungwe RDC,11,Kweche Primary School,3800HUR1108,1,157,2,0,0,0,1,2,0,0,0,0,0,0,130,2,0,1,2,0,0,1,1,5,0,305,300
Hurungwe,Magunje,Hurungwe RDC,11,Mahororo Primary School,3800HUR1109,5,302,2,0,0,4,2,11,0,1,0,0,0,1,325,4,0,1,1,1,3,1,2,26,0,692,666
Hurungwe,Magunje,Hurungwe RDC,11,Menoembwa Primary School,3800HUR1110,4,90,1,1,0,1,0,0,0,0,1,0,0,0,193,1,0,2,0,1,0,1,0,11,0,307,296
Hurungwe,Magunje,Hurungwe RDC,11,Sadze Primary School,3800HUR1111,10,330,5,0,0,0,1,8,0,0,0,0,1,3,319,5,0,1,0,2,1,1,0,25,0,712,687
,,,,,Ward Total,54,2515,29,2,6,11,9,67,0,3,2,0,2,8,2411,32,2,12,8,9,9,12,8,159,0,5370,5211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Magunje,Hurungwe RDC,12,Dororowe Primary School,3800HUR1201,0,130,2,0,0,0,1,1,0,0,0,0,0,0,211,7,1,0,1,0,0,0,0,2,0,356,354
Hurungwe,Magunje,Hurungwe RDC,12,Kapfunde Primary School,3800HUR1202 A,1,159,4,1,1,1,1,4,1,1,0,0,0,1,286,2,0,0,1,1,0,0,0,12,0,477,465
Hurungwe,Magunje,Hurungwe RDC,12,Kapfunde Primary School,3800HUR1202 B,6,158,6,1,0,1,0,2,0,1,2,1,1,0,286,2,0,0,0,0,1,0,0,9,0,477,468
Hurungwe,Magunje,Hurungwe RDC,12,Mukakatanwa Primary School,3800HUR1203,0,256,2,0,0,2,0,1,0,1,0,0,0,2,203,2,2,0,1,1,2,0,0,10,0,485,475
Hurungwe,Magunje,Hurungwe RDC,12,Nyamutora Primary School,3800HUR1204,4,112,2,0,0,1,0,1,0,0,0,0,0,0,222,3,0,0,2,1,0,0,0,6,0,354,348
Hurungwe,Magunje,Hurungwe RDC,12,Nyarumwe Primary School,3800HUR1205,6,183,0,0,1,3,1,3,0,1,0,0,0,1,299,2,1,1,0,0,0,0,1,10,0,513,503
Hurungwe,Magunje,Hurungwe RDC,12,Zvarayi Primary School,3800HUR1206,9,414,4,1,0,1,3,12,0,1,0,0,2,0,330,5,1,1,3,0,0,3,2,14,0,806,792
,,,,,Ward Total,26,1412,20,3,2,9,6,24,1,5,2,1,3,4,1837,23,5,2,8,3,3,3,3,63,0,3468,3405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurungwe,Magunje,Hurungwe RDC,13,Badze Primary School,3800HUR1301,1,71,0,0,1,0,0,1,0,0,0,1,0,0,119,1,0,0,0,0,0,0,0,2,0,197,195
Hurungwe,Magunje,Hurungwe RDC,13,Bashungwe A Primary School,3800HUR1302,4,133,1,0,2,3,0,4,0,0,0,0,1,0,186,4,0,1,2,0,0,2,0,11,0,354,343
Hurungwe,Magunje,Hurungwe RDC,13,Bashungwe B Primary School,3800HUR1303,2,149,2,0,0,0,4,5,0,0,2,0,1,1,104,5,1,1,0,0,0,1,0,5,0,283,278
Hurungwe,Magunje,Hurungwe RDC,13,Batanayi Primary School,3800HUR1304,4,266,2,0,0,2,1,6,0,0,1,0,0,0,174,6,0,0,2,1,0,0,1,17,0,483,466
Hurungwe,Magunje,Hurungwe RDC,13,Chitiki Primary School,3800HUR1305,3,173,0,0,0,0,1,4,0,0,0,0,0,0,210,4,2,3,1,1,0,0,0,0,0,402,402
Hurungwe,Magunje,Hurungwe RDC,13,Dandawa Primary School,3800HUR1306 A,9,326,3,1,0,1,0,14,1,0,1,0,1,2,175,9,0,1,1,2,0,2,5,29,0,583,554
Hurungwe,Magunje,Hurungwe RDC,13,Dandawa Primary School,3800HUR1306 B,3,328,1,1,0,4,5,13,2,0,0,0,0,1,198,6,2,1,1,1,0,2,0,13,0,582,569
Hurungwe,Magunje,Hurungwe RDC,13,Dzimaiwe Primary School,3800HUR1307,12,350,6,0,1,3,2,18,1,1,1,1,5,4,283,10,0,1,1,0,1,2,2,26,0,731,705
Hurungwe,Magunje,Hurungwe RDC,13,Jinga Primary School,3800HUR1308,5,339,2,0,0,3,0,11,0,1,1,0,0,1,166,6,0,3,1,0,0,3,2,19,0,563,544
Hurungwe,Magunje,Hurungwe RDC,13,Mahwada Primary School,3800HUR1309 A,3,244,1,1,0,2,2,1,0,0,0,1,0,3,155,3,1,0,2,1,0,1,0,11,0,432,421
Hurungwe,Magunje,Hurungwe RDC,13,Mahwada Primary School,3800HUR1309 B,5,259,2,0,0,1,3,6,0,0,1,0,1,0,124,2,0,1,0,1,0,0,0,11,0,417,406
Hurungwe,Magunje,Hurungwe RDC,13,Mudzimu Primary School,3800HUR1310 A,5,245,4,1,3,1,0,6,1,0,0,0,1,1,177,2,0,1,1,0,1,0,2,9,0,461,452
Hurungwe,Magunje,Hurungwe RDC,13,Mudzimu Primary School,3800HUR1310 B,1,236,1,1,0,3,0,3,0,0,0,0,0,0,210,4,1,3,0,0,2,0,1,6,0,472,466
Hurungwe,Magunje,Hurungwe RDC,13,Njengenja Primary School,3800HUR1311,2,161,2,0,0,3,1,6,1,0,0,0,0,1,151,1,0,0,1,1,1,2,0,6,0,340,334
Hurungwe,Magunje,Hurungwe RDC,13,Zvarayi Secondary School,3800HUR1312,1,76,1,0,0,3,0,2,0,0,0,0,0,1,53,3,0,0,0,1,1,0,0,3,0,145,142
,,,,,Ward Total,60,3356,28,5,7,29,19,100,6,2,7,3,10,15,2485,66,7,16,13,9,6,15,13,168,0,6445,6277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,152,9010,86,12,20,53,40,238,9,11,15,4,18,29,8514,132,14,34,31,24,21,32,29,444,0,18972,18528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Kariba,Kariba,Kariba Municipality,1,Mother Care Tent,3701KAR0101,0,413,0,0,0,0,0,2,0,0,0,0,0,0,140,1,0,0,2,0,0,0,0,5,0,563,558
Kariba,Kariba,Kariba Municipality,1,Municipality Offices Tent,3701KAR0102,3,224,0,0,0,0,,0,0,0,0,0,0,0,79,0,0,1,0,0,0,0,0,1,0,308,307
Kariba,Kariba,Kariba Municipality,1,Nyamhunga Play Centre Tent,3701KAR0103,1,317,1,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,1,4,0,435,431
Kariba,Kariba,Kariba Municipality,1,Nyamhunga Primary School,3701KAR0104,1,356,0,0,0,0,0,2,0,0,0,0,0,0,118,0,0,1,3,0,0,0,0,1,0,482,481
,,,,,Ward Total,5,1310,1,0,0,0,0,4,0,0,0,0,0,0,448,1,0,2,5,0,0,0,1,11,0,1788,1777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,2,Batonga Tin Hut Tent,3701KAR0201 A,0,317,0,0,0,0,0,2,0,0,0,0,0,0,130,0,0,1,1,0,1,0,0,3,0,455,452
Kariba,Kariba,Kariba Municipality,2,Batonga Tin Hut Tent,3701KAR0201 B,2,308,1,0,0,0,3,3,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,3,0,456,453
Kariba,Kariba,Kariba Municipality,2,Chemhere Playground Tent,3701KAR0202 A,2,368,0,0,0,0,0,2,0,0,0,0,0,0,105,1,0,1,0,0,0,0,0,2,0,481,479
Kariba,Kariba,Kariba Municipality,2,Chemhere Playground Tent,3701KAR0202 B,2,366,0,0,0,0,0,1,0,0,0,0,0,0,95,2,0,0,0,0,0,1,0,5,0,472,467
Kariba,Kariba,Kariba Municipality,2,Lake View Primary School,3701KAR0203,4,546,0,0,0,0,1,5,0,0,0,0,0,0,125,1,0,0,3,1,1,0,0,11,0,698,687
Kariba,Kariba,Kariba Municipality,2,Nyamhunga High School,3701KAR0204 A,4,360,0,0,0,0,0,2,0,0,0,0,0,0,121,0,0,0,1,0,0,0,0,8,0,496,488
Kariba,Kariba,Kariba Municipality,2,Nyamhunga High School,3701KAR0204 B,0,386,0,0,1,0,2,1,0,0,0,0,0,0,112,1,0,0,0,0,0,0,1,6,0,510,504
,,,,,Ward Total,14,2651,1,0,1,0,6,16,0,0,0,0,0,0,823,6,0,2,5,1,2,1,1,38,0,3568,3530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,3,Ambassador Church Tent,3701KAR0301 A,0,608,0,0,0,1,0,1,0,0,0,0,0,0,247,0,0,1,0,0,0,0,0,9,0,867,858
Kariba,Kariba,Kariba Municipality,3,Ambassador Church Tent,3701KAR0301 B,1,590,3,1,0,0,1,3,0,0,0,0,0,0,241,3,0,2,1,0,0,0,0,6,0,852,846
Kariba,Kariba,Kariba Municipality,3,Nyanhewe Primary School,3701KAR0302,0,498,0,0,0,0,0,0,0,0,0,0,0,0,135,3,0,0,0,0,0,1,1,5,0,643,638
,,,,,Ward Total,1,1696,3,1,0,1,1,4,0,0,0,0,0,0,623,6,0,3,1,0,0,1,1,20,0,2362,2342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,4,Mahombekombe Primary School,3701KAR0401,3,469,3,0,0,1,1,1,0,1,0,0,1,0,172,0,0,0,2,0,0,0,0,9,0,663,654
,,,,,Ward Total,3,469,3,0,0,1,1,1,0,1,0,0,1,0,172,0,0,0,2,0,0,0,0,9,0,663,654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,5,Catholic Church Tent,3701KAR0501,1,541,0,0,0,1,1,3,1,0,0,0,0,0,209,2,0,1,1,1,0,0,0,7,0,769,762
,,,,,Ward Total,1,541,0,0,0,1,1,3,1,0,0,0,0,0,209,2,0,1,1,1,0,0,0,7,0,769,762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,6,Near Irvin and Johnson Tent,3701KAR0601,0,352,0,0,0,0,0,0,0,0,0,0,0,0,210,1,1,0,1,0,0,0,1,9,0,575,566
,,,,,Ward Total,0,352,0,0,0,0,0,0,0,0,0,0,0,0,210,1,1,0,1,0,0,0,1,9,0,575,566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,7,Pat Maclean Hall,3701KAR0701,0,358,0,0,0,0,0,1,0,0,1,0,0,0,188,0,0,0,1,0,0,0,0,4,0,553,549
,,,,,Ward Total,0,358,0,0,0,0,0,1,0,0,1,0,0,0,188,0,0,0,1,0,0,0,0,4,0,553,549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,8,Ministry Of Transport Tent,3701KAR0801,0,162,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,2,0,200,198
Kariba,Kariba,Kariba Municipality,8,Near Lake Harvest Tent,3701KAR0802,3,117,0,0,0,0,0,1,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,1,0,233,232
,,,,,Ward Total,3,279,0,0,0,0,0,1,0,0,0,0,0,0,145,2,0,0,0,0,0,0,0,3,0,433,430
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Kariba Municipality,9,Corner Magamba Way Tent,3701KAR0901,0,212,0,0,0,0,1,0,0,0,0,0,0,0,74,2,0,0,0,0,0,0,0,2,0,291,289
Kariba,Kariba,Kariba Municipality,9,Near Zesa Stores Tent,3701KAR0902,0,191,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,2,0,0,0,0,2,0,276,274
Kariba,Kariba,Kariba Municipality,9,Winsor Garage Tent,3701KAR0903,0,56,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,66,66
,,,,,Ward Total,0,459,0,0,0,0,1,0,0,0,0,0,1,0,164,2,0,0,2,0,0,0,0,4,0,633,629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Nyaminyami RDC,1,Chalala Primary School,3700NYA0101,1,165,2,0,1,1,1,0,0,0,0,0,1,0,196,1,0,0,0,0,0,0,0,9,0,378,369
,,,,,Ward Total,1,165,2,0,1,1,1,0,0,0,0,0,1,0,196,1,0,0,0,0,0,0,0,9,0,378,369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Nyaminyami RDC,2,Gatshe Gatshe Irrigation Tent,3700NYA0201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,25,25
Kariba,Kariba,Nyaminyami RDC,2,Gatshe Gatshe Primary School,3700NYA0202,1,182,3,0,1,2,0,3,0,0,0,0,0,2,558,2,0,0,1,0,0,1,0,19,0,775,756
,,,,,Ward Total,1,183,3,0,1,2,0,3,0,0,0,0,0,2,582,2,0,0,1,0,0,1,0,19,0,800,781
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariba,Kariba,Nyaminyami RDC,3,Chiweshe Pre-School Tent,3700NYA0301,1,167,1,0,0,0,0,1,0,0,0,0,0,0,36,3,4,0,0,0,0,3,1,5,0,222,217
Kariba,Kariba,Nyaminyami RDC,3,Dhove Pre-School Tent,3700NYA0302,5,413,1,0,0,1,1,7,0,0,0,0,0,1,33,3,0,1,1,0,0,0,1,15,0,483,468
